#,Title,Speaker,Year,Month,Session,URL
159,Warnings from Outer Space,N. Eldon Tanner,1972,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/warnings-from-outer-space?lang=eng
160,Strange Creeds of Christendom,LeGrand Richards,1972,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/strange-creeds-of-christendom?lang=eng
161,Pollution of the Mind,Robert L. Simpson,1972,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/pollution-of-the-mind?lang=eng
162,Harmony in the Home,H. Burke Peterson,1972,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/harmony-in-the-home?lang=eng
163,Another Prophet Now Has Come!,Mark E. Petersen,1972,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/another-prophet-now-has-come?lang=eng
164,Hands,Thomas S. Monson,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/hands?lang=eng
165,“Having Been Born of Goodly Parents”,S. Dilworth Young,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/having-been-born-of-goodly-parents?lang=eng
166,Home Teachers—Watchmen over the Church,James A. Cullimore,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/home-teachers-watchmen-over-the-church?lang=eng
167,Every Man in His Own Place,Marion D. Hanks,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/every-man-in-his-own-place?lang=eng
168,Live above the Law to Be Free,Hartman Rector Jr.,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/live-above-the-law-to-be-free?lang=eng
169,“An Instrument in the Hands of the Lord”,Rex D. Pinegar,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/an-instrument-in-the-hands-of-the-lord?lang=eng
170,Three Pledges,L. Tom Perry,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/three-pledges?lang=eng
171,A Blessing for the Saints,Harold B. Lee,1972,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1972/10/a-blessing-for-the-saints?lang=eng
172,Strengthen the Stakes of Zion,Harold B. Lee,1973,4,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/strengthen-the-stakes-of-zion?lang=eng
173,What Is a Living Prophet?,A. Theodore Tuttle,1973,4,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/what-is-a-living-prophet?lang=eng
174,Consider Your Ways,L. Tom Perry,1973,4,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/consider-your-ways?lang=eng
175,"“Go, and Do Thou Likewise”",Robert L. Simpson,1973,4,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/go-and-do-thou-likewise?lang=eng
176,In His Strength,Marvin J. Ashton,1973,4,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/in-his-strength?lang=eng
177,Upon Judea’s Plains,Bruce R. McConkie,1973,4,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/upon-judeas-plains?lang=eng
178,The Worth of Souls Is Great!,Paul H. Dunn,1973,4,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-worth-of-souls-is-great?lang=eng
179,The Agency of Man,John H. Vandenberg,1973,4,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-agency-of-man?lang=eng
180,"“Now Abideth Faith, Hope, and Charity”",Vaughn J. Featherstone,1973,4,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/now-abideth-faith-hope-and-charity?lang=eng
181,"“Watchman, Warn the Wicked”",Ezra Taft Benson,1973,4,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/watchman-warn-the-wicked?lang=eng
182,“Thou Mayest Choose for Thyself”,N. Eldon Tanner,1973,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/thou-mayest-choose-for-thyself?lang=eng
183,Yellow Canaries with Gray on Their Wings,Thomas S. Monson,1973,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/yellow-canaries-with-gray-on-their-wings?lang=eng
184,A Second Witness for Christ,Loren C. Dunn,1973,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/a-second-witness-for-christ?lang=eng
185,“And Always Remember Him”,Henry D. Taylor,1973,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/and-always-remember-him?lang=eng
186,The True Strength of the Church,Gordon B. Hinckley,1973,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-true-strength-of-the-church?lang=eng
187,Behold Your Little Ones,Boyd K. Packer,1973,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/behold-your-little-ones?lang=eng
188,Power of Evil,David B. Haight,1973,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/power-of-evil?lang=eng
189,Success—A Journey or a Destination?,Hartman Rector Jr.,1973,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/success-a-journey-or-a-destination?lang=eng
190,The Constant Exercise of Our Faith,O. Leslie Stone,1973,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-constant-exercise-of-our-faith?lang=eng
191,Share the Unsearchable Riches of Christ,Rex D. Pinegar,1973,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/share-the-unsearchable-riches-of-christ?lang=eng
192,He Has Sent His Messenger to Prepare the Way,LeGrand Richards,1973,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/he-has-sent-his-messenger-to-prepare-the-way?lang=eng
193,The Aaronic Priesthood MIA,Victor L. Brown,1973,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-aaronic-priesthood-mia?lang=eng
194,Youth’s Opportunity to Serve,Robert L. Backman,1973,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/youths-opportunity-to-serve?lang=eng
195,Reaching the One,James E. Faust,1973,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/reaching-the-one?lang=eng
196,Magnifying One’s Calling in the Priesthood,Marion G. Romney,1973,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/magnifying-ones-calling-in-the-priesthood?lang=eng
197,Priesthood Responsibilities,N. Eldon Tanner,1973,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/priesthood-responsibilities?lang=eng
198,Follow the Leadership of the Church,Harold B. Lee,1973,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/follow-the-leadership-of-the-church?lang=eng
199,Man—A Child of God,Marion G. Romney,1973,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/man-a-child-of-god?lang=eng
200,The Path to Eternal Glory,Delbert L. Stapley,1973,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-path-to-eternal-glory?lang=eng
201,Hold Up Your Hands,Sterling W. Sill,1973,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/hold-up-your-hands?lang=eng
202,The Rock of Revelation,Joseph Anderson,1973,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-rock-of-revelation?lang=eng
203,The Family Influence,Spencer W. Kimball,1973,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-family-influence?lang=eng
204,Salvation Comes through the Church,Mark E. Petersen,1973,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/salvation-comes-through-the-church?lang=eng
205,What Manner of Men? “As I Am”,Marion D. Hanks,1973,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/what-manner-of-men-as-i-am?lang=eng
206,"When I Read, I Am There",S. Dilworth Young,1973,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/when-i-read-i-am-there?lang=eng
207,The Continuing Power of the Holy Ghost,Franklin D. Richards,1973,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-continuing-power-of-the-holy-ghost?lang=eng
208,“This Is My Gospel”,Howard W. Hunter,1973,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/this-is-my-gospel?lang=eng
209,“Stand Ye in Holy Places”,Harold B. Lee,1973,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/04/stand-ye-in-holy-places?lang=eng
210,Understanding Who We Are Brings Self-Respect,Harold B. Lee,1973,10,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/understanding-who-we-are-brings-self-respect?lang=eng
211,Adversity and Prayer,H. Burke Peterson,1973,10,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/adversity-and-prayer?lang=eng
212,Forgiveness: The Ultimate Form of Love,Marion D. Hanks,1973,10,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/forgiveness-the-ultimate-form-of-love?lang=eng
213,Happiness Is Having a Father Who Cares,James E. Faust,1973,10,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/happiness-is-having-a-father-who-cares?lang=eng
214,Inspiring Music—Worthy Thoughts,Boyd K. Packer,1973,10,Friday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/inspiring-music-worthy-thoughts?lang=eng
215,“Behold Thy Mother”,Thomas S. Monson,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/behold-thy-mother?lang=eng
216,Become Rich toward God,Rex D. Pinegar,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/become-rich-toward-god?lang=eng
217,There Is Need for Repentance,ElRay L. Christiansen,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/there-is-need-for-repentance?lang=eng
218,Thou Shalt Love Thy Wife with All Thy Heart,Henry D. Taylor,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/thou-shalt-love-thy-wife-with-all-thy-heart?lang=eng
219,Love and Forgive One Another,O. Leslie Stone,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/love-and-forgive-one-another?lang=eng
220,You Are Different,David B. Haight,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/you-are-different?lang=eng
221,The Path to Eternal Life,Delbert L. Stapley,1973,10,Friday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/the-path-to-eternal-life?lang=eng
222,"Jesus Christ, Our Redeemer",Marion G. Romney,1973,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/jesus-christ-our-redeemer?lang=eng
223,“Think on These Things”,Bruce R. McConkie,1973,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/think-on-these-things?lang=eng
224,The Witnesses of Christ,S. Dilworth Young,1973,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/the-witnesses-of-christ?lang=eng
225,“I Will Go and Do the Things Which the Lord Hath Commanded”,L. Tom Perry,1973,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/i-will-go-and-do-the-things-which-the-lord-hath-commanded?lang=eng
226,Of the World or of the Kingdom?,Howard W. Hunter,1973,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/of-the-world-or-of-the-kingdom?lang=eng
227,Revealed Truths of the Gospel,LeGrand Richards,1973,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/revealed-truths-of-the-gospel?lang=eng
228,A Fortune to Share,Sterling W. Sill,1973,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/a-fortune-to-share?lang=eng
229,Opposition in Order to Strengthen Us,Eldred G. Smith,1973,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/opposition-in-order-to-strengthen-us?lang=eng
230,“Which Way to Shore?”,William H. Bennett,1973,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/which-way-to-shore?lang=eng
231,The Role of Fathers,A. Theodore Tuttle,1973,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/the-role-of-fathers?lang=eng
232,Prepare Ye,Ezra Taft Benson,1973,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/prepare-ye?lang=eng
233,“The Gospel of Jesus Christ Is the Golden Door”,Vaughn J. Featherstone,1973,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/the-gospel-of-jesus-christ-is-the-golden-door?lang=eng
234,Our Fundamental Obligation: The Priesthood,Robert L. Simpson,1973,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/our-fundamental-obligation-the-priesthood?lang=eng
235,Church Welfare—Some Fundamentals,Marion G. Romney,1973,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/church-welfare-some-fundamentals?lang=eng
236,Obedience,N. Eldon Tanner,1973,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/obedience?lang=eng
237,President Harold B. Lee’s General Priesthood Address,Harold B. Lee,1973,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/president-harold-b-lees-general-priesthood-address?lang=eng
238,No Greater Honor: The Woman’s Role,N. Eldon Tanner,1973,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/no-greater-honor-the-womans-role?lang=eng
239,He Took Him by the Hand,Marvin J. Ashton,1973,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/he-took-him-by-the-hand?lang=eng
240,You Shall Receive the Spirit,Hartman Rector Jr.,1973,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1973/10/you-shall-receive-the-spirit?lang=eng
